tag	version	custom	abstract	datatype	iord	tlabel	doc
RiskMoneyMarketFundSponsorMayNotProvideSupport	rr/2018	0	0	string	D	Risk Money Market Fund Sponsor May Not Provide Support [Text]	Include the statement "The Fund's sponsor has no legal obligation to provide financial support to the Fund, and you should not expect that the sponsor will provide financial support to the Fund at any time."
RiskNarrativeTextBlock	rr/2012	0	0	textBlock	D	Risk Narrative [Text Block]	Narrative Risk Disclosure. A Fund may, in responding to this Item, describe the types of investors for whom the Fund is intended or the types of investment goals that may be consistent with an investment in the Fund.
RiskNarrativeTextBlock	rr/2018	0	0	textBlock	D	Risk Narrative [Text Block]	Narrative Risk Disclosure. A Fund may, in responding to this Item, describe the types of investors for whom the Fund is intended or the types of investment goals that may be consistent with an investment in the Fund.
RiskNondiversifiedStatus	rr/2012	0	0	string	D	Risk Nondiversified Status [Text]	If applicable, state that the Fund is non-diversified, describe the effect of non-diversification (e.g., disclose that, compared with other funds, the Fund may invest a greater percentage of its assets in a particular issuer), and summarize the risks of investing in a non-diversified fund.
RiskNondiversifiedStatus	rr/2018	0	0	string	D	Risk Nondiversified Status [Text]	If applicable, state that the Fund is non-diversified, describe the effect of non-diversification (e.g., disclose that, compared with other funds, the Fund may invest a greater percentage of its assets in a particular issuer), and summarize the risks of investing in a non-diversified fund.
RiskNotInsured	rr/2018	0	0	string	D	RIsk Not Insured [Text]	Include the statement "An investment in the Fund is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency."
RiskNotInsuredDepositoryInstitution	rr/2012	0	0	string	D	Risk Not Insured Depository Institution [Text]	If the Fund is advised by or sold through an insured depository institution, state that An investment in the Fund is not a deposit of the bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. A Money Market Fund that is advised by or sold through an insured depository institution should combine the disclosure required by Items 2(c)(1)(ii) and (iii) in a single statement.
RiskNotInsuredDepositoryInstitution	rr/2018	0	0	string	D	Risk Not Insured Depository Institution [Text]	If the Fund is advised by or sold through an insured depository institution, state that "An investment in the Fund is not a deposit of the bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency."
RiskReturnDetailTableTextBlock	rr/2012	0	0	textBlock	D	Risk/Return Detail [Table]	Contains a command for the SEC Viewer for the role corresponding to RiskReturnDetailData
RiskReturnHeading	rr/2012	0	0	string	D	Risk/Return [Heading]	Risk/Return Summary Investment Objectives/Goals Include the following information, in plain English under rule 421(d) under the Securities Act, in the order and subject matter indicated
RiskReturnHeading	rr/2018	0	0	string	D	Risk/Return [Heading]	Risk/Return Summary Investment Objectives/Goals Include the following information, in plain English under rule 421(d) under the Securities Act, in the order and subject matter indicated
ShareholderFeeOther	rr/2012	0	0	NonNegativeMonetaryT	D	Shareholder Fee, Other	Other Expenses
ShareholderFeeOther	rr/2018	0	0	NonNegativeMonetaryT	D	Shareholder Fee, Other	Other Expenses
ShareholderFeesCaption	rr/2012	0	0	string	D	Shareholder Fees Caption [Text]	Shareholder Fees (fees paid directly from your investment).
ShareholderFeesCaption	rr/2018	0	0	string	D	Shareholder Fees Caption [Text]	Shareholder Fees (fees paid directly from your investment).
ShareholderFeesColumnName	rr/2012	0	0	textBlock	D	Shareholder Fees Column [Text]	Shareholder Fees (fees paid directly from your investment).
ShareholderFeesColumnName	rr/2018	0	0	textBlock	D	Shareholder Fees Column [Text]	Shareholder Fees (fees paid directly from your investment).
ShareholderFeesTableTextBlock	rr/2012	0	0	textBlock	D	Shareholder Fees [Table]	Contains a command for the SEC Viewer for the role corresponding to ShareholderFeesData.
ShareholderFeesTableTextBlock	rr/2018	0	0	textBlock	D	Shareholder Fees [Table]	Contains a command for the SEC Viewer for the role corresponding to ShareholderFeesData.
StrategyHeading	rr/2012	0	0	string	D	Strategy [Heading]	Principal investment strategies of the Fund. Summarize how the Fund intends to achieve its investment objectives by identifying the Fund's principal investment strategies (including the type or types of securities in which the Fund invests or will invest principally) and any policy to concentrate in securities of issuers in a particular industry or group of industries.
StrategyHeading	rr/2018	0	0	string	D	Strategy [Heading]	Principal investment strategies of the Fund. Summarize how the Fund intends to achieve its investment objectives by identifying the Fund's principal investment strategies (including the type or types of securities in which the Fund invests or will invest principally) and any policy to concentrate in securities of issuers in a particular industry or group of industries.
StrategyNarrativeTextBlock	rr/2012	0	0	textBlock	D	Strategy Narrative [Text Block]	Principal investment strategies of the Fund. Summarize how the Fund intends to achieve its investment objectives by identifying the Fund's principal investment strategies (including the type or types of securities in which the Fund invests or will invest principally) and any policy to concentrate in securities of issuers in a particular industry or group of industries.
StrategyNarrativeTextBlock	rr/2018	0	0	textBlock	D	Strategy Narrative [Text Block]	Principal investment strategies of the Fund. Summarize how the Fund intends to achieve its investment objectives by identifying the Fund's principal investment strategies (including the type or types of securities in which the Fund invests or will invest principally) and any policy to concentrate in securities of issuers in a particular industry or group of industries.
StrategyPortfolioConcentration	rr/2012	0	0	string	D	Strategy Portfolio Concentration [Text]	Principal investment strategies of the Fund. Summarize how the Fund intends to achieve its investment objectives by identifying the Fund's principal investment strategies (including the type or types of securities in which the Fund invests or will invest principally) and any policy to concentrate in securities of issuers in a particular industry or group of industries.
StrategyPortfolioConcentration	rr/2018	0	0	string	D	Strategy Portfolio Concentration [Text]	Principal investment strategies of the Fund. Summarize how the Fund intends to achieve its investment objectives by identifying the Fund's principal investment strategies (including the type or types of securities in which the Fund invests or will invest principally) and any policy to concentrate in securities of issuers in a particular industry or group of industries.
SupplementToProspectusTextBlock	rr/2018	0	0	textBlock	D	Supplement to Prospectus [Text Block]	This element contains the text of a prospectus supplement (submission type 497) not already contained in an element containing amended text or other data from a previous submission.
ThirtyDayYield	rr/2012	0	0	pure	D	Thirty Day Yield	A Fund (other than a Money Market Fund) may include the Fund's yield calculated under Item 21(b)(2). Any Fund may include its tax-equivalent yield calculated under Item 21. If a Fund's yield is included, provide a toll-free (or collect) telephone number that investors can use to obtain current yield information.
ThirtyDayYieldCaption	rr/2012	0	0	string	D	Thirty Day Yield Caption	A Fund (other than a Money Market Fund) may include the Fund's yield calculated under Item 21(b)(2). Any Fund may include its tax-equivalent yield calculated under Item 21. If a Fund's yield is included, provide a toll-free (or collect) telephone number that investors can use to obtain current yield information.
ThirtyDayYieldColumnName	rr/2012	0	0	textBlock	D	Thirty Day Yield Column [Text]	A Fund (other than a Money Market Fund) may include the Fund's yield calculated under Item 21(b)(2). Any Fund may include its tax-equivalent yield calculated under Item 21. If a Fund's yield is included, provide a toll-free (or collect) telephone number that investors can use to obtain current yield information.
ThirtyDayYieldPhone	rr/2012	0	0	string	D	Thirty Day Yield Phone	A Fund (other than a Money Market Fund) may include the Fund's yield calculated under Item 21(b)(2). Any Fund may include its tax-equivalent yield calculated under Item 21. If a Fund's yield is included, provide a toll-free (or collect) telephone number that investors can use to obtain current yield information.
TradingSymbol	dei/2012	0	0	normalizedString	D	Trading Symbol	Trading symbol of an instrument as listed on an exchange.
TradingSymbol	dei/2014	0	0	normalizedString	D	Trading Symbol	Trading symbol of an instrument as listed on an exchange.
TradingSymbol	dei/2018	0	0	normalizedString	D	Trading Symbol	Trading symbol of an instrument as listed on an exchange.
YearToDateReturnLabel	rr/2012	0	0	string	D	Year to Date Return, Label	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
YearToDateReturnLabel	rr/2018	0	0	string	D	Year to Date Return, Label	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
SupplementTextBlock	0000088053-18-001101	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0000088053-18-001102	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementMarketIndexPerformanceTableTextBlock	0000088053-18-001338	1	0	textBlock	D	Supplement Market Index Performance [Table]	Supplement Market Index Performance [Table]
SupplementTextBlock	0000100334-18-000110	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0000732697-18-000026	1	0	textBlock	D	Supplement [Text Block]	supplement [Text Block]
SupplementTextBlock	0000795384-18-000039	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0000797923-18-000020	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0000894189-18-005488	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0000894189-18-005584	1	0	textBlock	D	Supplement [Text Block]	
RecoupmentOfPriorFeeWaiver	0000894189-18-006097	1	0	NonNegativePure4Type	D	Recoupment of Prior Fee Waiver	
SupplementTextBlock	0000894189-18-006097	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0000894189-18-006098	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0000894189-18-006131	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0000894189-18-006231	1	0	textBlock	D	Supplement [Text Block]	
DeferredIncomeTaxExpenseBenefit	0000894189-18-006251	1	0	NonNegativePure4Type	D	Deferred Income Tax Expense/(Benefit)	
SupplementTextBlock	0000894189-18-006353	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0000894189-18-006499	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0000894189-18-006762	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0000894189-18-006776	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0000894189-18-006790	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0000897101-18-001007	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0000908186-18-000177	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0000908186-18-000184	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0000908406-18-000090	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0000914775-18-000100	1	0	textBlock	D	Supplement [Text Block]	
SupplementText	0000928816-18-002136	1	0	textBlock	D	Supplement Text	
SupplementText	0000928816-18-002161	1	0	textBlock	D	Supplement Text	
SupplementText	0000928816-18-002163	1	0	textBlock	D	Supplement Text	
SupplementText	0000928816-18-002165	1	0	textBlock	D	Supplement Text	
SupplementText	0000928816-18-002167	1	0	textBlock	D	Supplement Text	
SupplementText	0000928816-18-002169	1	0	textBlock	D	Supplement Text	
FootnoteText	0000928816-18-002338	1	0	textBlock	D	Footnote	
TransactionFeeOnPurchasesAndSales	0000932471-18-007173	1	0	NonNegativeMonetaryT	D	Transaction Fee on Purchases and Sales	Transaction Fee on Purchases and Sales
TransactionFeeOnReinvestedDividends	0000932471-18-007173	1	0	NonNegativeMonetaryT	D	Transaction Fee on Reinvested Dividends	Transaction Fee on Reinvested Dividends
SupplementTextBlock	0000932471-18-007283	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0000940394-18-001698	1	0	textBlock	D	Supplement, Text Block	Supplement, Text Block.
SupplementTextBlock	0001104659-18-060661	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-061026	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-061512	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-061520	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-061524	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-061799	1	0	textBlock	D	Supplement [Text Block]	
Component1ManagementFeesOverAssets	0001104659-18-062069	1	0	NonNegativePure4Type	D	Management Fees of the Fund	
Component2ManagementFeesOverAssets	0001104659-18-062069	1	0	NonNegativePure4Type	D	Management Fees of the Subsidiary	
Component4OtherExpensesOverAssets	0001104659-18-062069	1	0	NonNegativePure4Type	D	Interest Expense on Reverse Repurchase Agreements	
SupplementTextBlock	0001104659-18-062540	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-062542	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-062544	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-062545	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-063836	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-064648	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-066933	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-067303	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-068664	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-068946	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-068979	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-071634	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-072290	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-072291	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-072292	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-072293	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-072294	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-072295	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-072296	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-072297	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-072298	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-072477	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-072765	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-072766	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-073469	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-073701	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-073702	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-073703	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-073705	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-073875	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-074264	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-074276	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-074277	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-074278	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001104659-18-074457	1	0	textBlock	D	Supplement [Text Block]	
SupplementTextBlock	0001133228-18-005835	1	0	textBlock	D	Supplement Text Block	
SupplementTextBlock	0001133228-18-005837	1	0	textBlock	D	Supplement Text Block	
SupplementTextBlock	0001133228-18-006222	1	0	textBlock	D	Supplement Text Block	
SupplementTextBlock	0001133228-18-006230	1	0	textBlock	D	Supplement Text Block	
SupplementTextBlock	0001133228-18-006342	1	0	textBlock	D	Supplement Text Block	
SupplementTextBlock	0001133228-18-006683	1	0	textBlock	D	Supplement Text Block	
SupplementTextBlock	0001133228-18-006757	1	0	textBlock	D	Supplement Text Block	
SupplementTextBlock	0001144204-18-052640	1	0	textBlock	D	SupplementTextBlock	Supplement Text Block.
SupplementTextBlock	0001144204-18-052873	1	0	textBlock	D	Supplement [Text Block]	Represents information related to the supplement information.
SupplementClosingTextBlock	0001144204-18-053985	1	0	textBlock	D	Supplement Closing [Text Block]	Represents supplement information.
SupplementTextBlock	0001144204-18-053985	1	0	textBlock	D	Supplement [Text Block]	Represents supplement information.
SupplementTextBlock	0001144204-18-054138	1	0	textBlock	D	SupplementTextBlock	Supplement Text Block.
SupplementTextBlock	0001144204-18-054139	1	0	textBlock	D	SupplementTextBlock	Supplement Text Block.
SupplementTextBlock	0001144204-18-054439	1	0	textBlock	D	SupplementTextBlock	Supplement Text Block.
SupplementClosingTextBlock	0001144204-18-054440	1	0	textBlock	D	Supplement ClosingText Block	Supplement ClosingText Block
SupplementTextBlock	0001144204-18-054440	1	0	textBlock	D	SupplementTextBlock	SupplementTextBlock
SupplementTextBlock	0001144204-18-054441	1	0	textBlock	D	SupplementTextBlock	Supplement Text Block.
SupplementTextBlock	0001144204-18-055465	1	0	textBlock	D	SupplementTextBlock	Supplement Text Block.
SupplementClosingTextBlock	0001144204-18-057256	1	0	textBlock	D	Supplement Closing [Text Block]	Represents information related to the closing supplement information.
SupplementTextBlock	0001144204-18-057256	1	0	textBlock	D	Supplement [Text Block]	Represents supplement information.
SupplementClosingTextBlock	0001144204-18-057257	1	0	textBlock	D	Supplement Closing [Text Block]	Represents information related to the closing supplement information.
SupplementTextBlock	0001144204-18-057257	1	0	textBlock	D	Supplement [Text Block]	Represents supplement information.
SupplementClosingTextBlock	0001144204-18-059198	1	0	textBlock	D	Supplement Closing Text Block	Supplement Closing Text Block.
SupplementTextBlock	0001144204-18-059198	1	0	textBlock	D	Supplement Text Block	Supplement Text Block.
SupplementOneTextBlock	0001144204-18-060699	1	0	textBlock	D	Supplement One Text Block	Risk/Return Supplement One [Text Block]
SupplementTextBlock	0001144204-18-060699	1	0	textBlock	D	Supplement Text Block	Risk/Return Supplement [Text Block]
SupplementOneTextBlock	0001144204-18-060700	1	0	textBlock	D	Supplement One Text Block	Supplement One Text Block.
SupplementTextBlock	0001144204-18-060700	1	0	textBlock	D	Supplement Text Block	Supplement Text Block.
SupplementTextBlock	0001144204-18-061128	1	0	textBlock	D	Supplement [Text Block]	Represents information related to the supplement information.
SupplementTextBlock	0001144204-18-061129	1	0	textBlock	D	Supplement [Text Block]	Represents information related to the supplement information.
SupplementClosingTextBlock	0001144204-18-063253	1	0	textBlock	D	Supplement Closing Text Block	Supplement Closing
SupplementTextBlock	0001144204-18-063253	1	0	textBlock	D	Supplement Text Block	Supplement
SupplementOneTextBlock	0001144204-18-063708	1	0	textBlock	D	Supplement One Text Block	Supplement One [Text Block]
SupplementTextBlock	0001144204-18-063708	1	0	textBlock	D	Supplement Text Block	Supplement [Text Block]
SupplementTextBlock	0001144204-18-064570	1	0	textBlock	D	Supplement Text Block	Supplement
SupplementTextBlock	0001144204-18-064571	1	0	textBlock	D	Supplement Text Block	Supplement [Text Block]
SupplementTextBlock	0001144204-18-065029	1	0	textBlock	D	Supplement Text Block	Supplement [Text Block]
SupplementTextBlock	0001144204-18-065030	1	0	textBlock	D	Supplement Text Block	Supplement [Text Block]
SupplementTextBlock	0001144204-18-065031	1	0	textBlock	D	Supplement Text Block	Supplement [Text Block]
SupplementTextBlock	0001144204-18-065032	1	0	textBlock	D	Supplement Text Block	Supplement [Text Block]
SupplementTextBlock	0001144204-18-065033	1	0	textBlock	D	Supplement Text Block	Supplement [Text Block]
SupplementTextBlock	0001144204-18-065034	1	0	textBlock	D	Supplement Text Block	Supplement Text Block.
SupplementclosingTextBlock	0001144204-18-065094	1	0	textBlock	D	Supplementclosing Text Block	Supplement Closing Text Block.
SupplementTextBlock	0001144204-18-065094	1	0	textBlock	D	Supplement Text Block	Supplement Text Block.
AverageAnnualReturnLifeOfFund	0001162044-18-000645	1	0	pure	D	Life of Fund	
Performance2TableTableTextBlock	0001162044-18-000645	1	0	textBlock	D	Performance 2 [Table]	
Performance3TableTableTextBlock	0001162044-18-000645	1	0	textBlock	D	Performance 3 [Table]	
SupplementTextBlock	0001193125-18-289152	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-289158	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-289164	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-290599	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-291817	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-291829	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-291893	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-291900	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-292879	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-292890	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-292945	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-293151	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-294227	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-294728	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-294736	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-295536	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-295582	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-296700	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-296724	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-297388	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
DeferredIncomeTaxExpense	0001193125-18-297565	1	0	pure	D	Deferred Income Tax Expense	Deferred Income Tax Expenses.
SupplementTextBlock	0001193125-18-297565	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-298143	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
IndexNoDeductionForFeesExpensesTaxesTwo	0001193125-18-298519	1	0	textBlock	D	Index No Deduction For Fees Expenses Taxes Two	Index No Deduction For Fees Expenses Taxes Two [Text Block]
SupplementTextBlock	0001193125-18-300056	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
ExpenseExampleMaturity	0001193125-18-300375	1	0	NonNegativeMonetaryT	D	Maturity	Maturity
SupplementTextBlock	0001193125-18-300409	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-300412	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-300688	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-300696	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-300703	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-300712	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-300715	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-300721	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-300725	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-300734	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-301048	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-301076	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-301124	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-301722	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-301734	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-301737	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-301739	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-301744	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-301898	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-303297	1	0	textBlock	D	Supplement Text Block	Supplement [Text Block]
SupplementTextBlock	0001193125-18-303946	1	0	textBlock	D	Supplement Text Block	supplement [Text Block]
SupplementTextBlock	0001193125-18-304062	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-305198	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-307646	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-307648	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-307649	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-307652	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-307657	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-307658	1	0	textBlock	D	Supplement Text Block	Supplement [Text Block]
SupplementTextBlock	0001193125-18-307662	1	0	textBlock	D	Supplement Text Block	supplement [Text Block]
SupplementTextBlock	0001193125-18-308895	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-311934	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-313153	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
MaximumSalesChargeLoad	0001193125-18-319155	1	0	pure	D	Maximum Sales Charge Load	Maximum Sales Charge Load.
SupplementTextBlock	0001193125-18-319312	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-319315	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-319318	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-319359	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-323324	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-323330	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-323338	1	0	textBlock	D	Supplement Text Block	Supplement [Text Block]
SupplementTextBlock	0001193125-18-323344	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-323350	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001193125-18-323359	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
