adsh	cik	name	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	fye	pdate	effdate	form	filed	accepted	instance	nciks	aciks
0001398344-18-016116	794801	SIMS TOTAL RETURN FUND, INC.	US	WI	MILWAUKEE	53202-3657	225 EAST MASON STREET, SUITE 802		414-765-1107	US	WI	MILWAUKEE	53202-3657	225 EAST MASON STREET, SUITE 802		US	WI	391554680	PRIMARY TREND FUND INC	19920703	0630	20181026	20181026	485BPOS	20181107	2018-11-07 17:31:00.0	sims-20181026.xml	1	
0001398344-18-016131	1026708	WILSHIRE VARIABLE INSURANCE TRUST	US	CA	SANTA MONICA	90401	1299 OCEAN AVENUE	SUITE 700	6106763419	US	CA	SANTA MONICA	90401	1299 OCEAN AVENUE	SUITE 700	US	DE	000000000	HORACE MANN MUTUAL FUNDS	19961108	1231	20180501	20181030	497	20181108	2018-11-08 11:06:00.0	wvit-20181030.xml	1	
0001398344-18-016143	1318342	INVESTMENT MANAGERS SERIES TRUST	US	WI	MILWAUKEE	53212	235 WEST GALENA STREET		626-914-4141	US	WI	MILWAUKEE	53212	235 WEST GALENA STREET		US	DE	000000000	CLAYMORE TRUST	20050603		20181101	20181101	485BPOS	20181108	2018-11-08 12:45:00.0	imst-20181026.xml	1	
0001398344-18-016214	315774	FORUM FUNDS	US	ME	PORTLAND	04101	THREE CANAL PLAZA		2073472000	US	ME	PORTLAND	04101	FORUM FUNDS	THREE CANAL PLAZA	US	DE	010516963	FORUM FUNDS INC	19920703	0531	20181101	20181101	485BPOS	20181109	2018-11-09 09:16:00.0	forum-20181025.xml	1	
0001398344-18-016230	315774	FORUM FUNDS	US	ME	PORTLAND	04101	THREE CANAL PLAZA		2073472000	US	ME	PORTLAND	04101	FORUM FUNDS	THREE CANAL PLAZA	US	DE	010516963	FORUM FUNDS INC	19920703	0531	20181101	20181101	497	20181109	2018-11-09 10:04:00.0	forum-20181025.xml	1	
0001398344-18-016236	1743019	TIGERSHARES TRUST	US	PA	NEWTOWN SQUARE	19073	3532 MUIRWOOD DRIVE		(571) 389-3600	US	PA	NEWTOWN SQUARE	19073	3532 MUIRWOOD DRIVE		US	DE	000000000			1231	20181005	20181019	485BPOS	20181109	2018-11-09 10:51:00.0	tigershares-20181009.xml	1	
0001398344-18-016277	892568	CUTLER TRUST	US	OH	CINCINNATI	45246	C/O ULTIMUS FUND SOLUTIONS, LLC	225 PICTORIA DRIVE, SUITE 450	513-587-3400	US	OH	CINCINNATI	45246	C/O ULTIMUS FUND SOLUTIONS, LLC	225 PICTORIA DRIVE, SUITE 450	US	DE	133693851			0630	20181026	20181026	485BPOS	20181109	2018-11-09 15:59:00.0	cutler-20181026.xml	1	
0001398344-18-016298	47071	BRUCE FUND INC	US	IL	CHICAGO	60606	20 N WACKER DR	STE 2414	3122369160	US	IL	CHICAGO	60606	20 N WACKER DR	STE 2414	US	MD	066104682	HEROLD FUND INC	19831114	0630	20181029	20181029	485BPOS	20181113	2018-11-13 09:11:00.0	bruce-20181029.xml	1	
0001398344-18-016338	831114	RBB FUND, INC.	US	WI	MILWAUKEE	53202	615 E. MICHIGAN ST.		609-731-6256	US	WI	MILWAUKEE	53202	615 E. MICHIGAN ST.		US	MD	510312196	RBB FUND INC	19920703	0831	20181023	20181023	485BPOS	20181113	2018-11-13 10:13:00.0	mfms-20181023.xml	1	
0001398344-18-016608	1495922	ENTREPRENEURSHARES SERIES TRUST	US	MA	BOSTON	02210	C/O WESTON CAPITAL ADVISORS, LLC	470 ATLANTIC AVENUE, SUITE 400	781-239-4446	US	MA	BOSTON	02210	C/O WESTON CAPITAL ADVISORS, LLC	470 ATLANTIC AVENUE, SUITE 400	US	DE	000000000			0630	20181101	20181031	485BPOS	20181114	2018-11-14 16:31:00.0	est-20181030.xml	1	
0001398344-18-016665	1199046	UNIFIED SERIES TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE, SUITE 450		513-346-3324	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE, SUITE 450				000000000				20181028	20181113	497	20181115	2018-11-15 11:45:00.0	ust-20181113.xml	1	
0001398344-18-016671	1199046	UNIFIED SERIES TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE, SUITE 450		513-346-3324	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE, SUITE 450				000000000				20170830	20181113	497	20181115	2018-11-15 12:55:00.0	ust-20181113.xml	1	
0001398344-18-016685	1199046	UNIFIED SERIES TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE, SUITE 450		513-346-3324	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE, SUITE 450				000000000				20180430	20181113	497	20181115	2018-11-15 15:45:00.0	ust-20181113.xml	1	
0001398344-18-016724	1289519	CORTINA FUNDS, INC.	US	WI	MILWAUKEE	53202	825 NORTH JEFFERSON STREET, SUITE 400		414-397-1629	US	WI	MILWAUKEE	53202	825 NORTH JEFFERSON STREET, SUITE 400		US	WI	201071944			0630	20181101	20181101	485BPOS	20181116	2018-11-16 16:53:00.0	cort-20181026.xml	1	
0001398344-18-016772	1045487	JAMES ADVANTAGE FUNDS	US	OH	BEAVERCREEK	45385	1349 FAIRGROUND RD		9374267640	US	OH	BEAVERCREEK	45385	1349 FAIRGROUND RD		US	OH	000000000	JAMES FUNDS	19970904	0630	20181101	20181101	485BPOS	20181119	2018-11-19 16:50:00.0	james-20181026.xml	1	
0001398344-18-016847	915802	FINANCIAL INVESTORS TRUST	US	CO	DENVER	80201-0328	P.O. BOX 328		3036232577	US	CO	DENVER	80201-0328	P.O. BOX 328		US	DE	841255767	FGIC PUBLIC TRUST	19940325	0430	20180629	20181106	497	20181121	2018-11-21 11:52:00.0	fit-20181106.xml	1	
0001398344-18-017067	1633061	AMPLIFY ETF TRUST	US	IL	DOWNERS GROVE	60515	3250 LACEY ROAD SUITE #130	C/O AUSDAL FINANCIAL PARTNERS	(630)869-0202	US	IL	DOWNERS GROVE	60515	3250 LACEY ROAD SUITE #130	C/O AUSDAL FINANCIAL PARTNERS	US	MA	000000000			1231	20181101	20181101	485BPOS	20181128	2018-11-28 10:09:00.0	amplify-20181101.xml	1	
0001398344-18-017325	1318342	INVESTMENT MANAGERS SERIES TRUST	US	WI	MILWAUKEE	53212	235 WEST GALENA STREET		626-914-4141	US	WI	MILWAUKEE	53212	235 WEST GALENA STREET		US	DE	000000000	CLAYMORE TRUST	20050603		20181120	20181120	485BPOS	20181130	2018-11-30 16:30:00.0	imst-20181120.xml	1	
0001398344-18-017340	1593547	ADVISORS' INNER CIRCLE FUND III	US	PA	OAKS	19456	ONE FREEDOM VALLEY DRIVE		(800) 342-5734	US	PA	OAKS	19456	ONE FREEDOM VALLEY DRIVE		US	DE	000000000				20181121	20181121	485BPOS	20181203	2018-12-03 09:19:00.0	aiciii-20181121.xml	1	
0001398344-18-017471	1697268	CHARTWELL FUNDS	US	PA	BERWYN	19312	1205 WESTLAKES DRIVE	SUITE 100	6102961400	US	PA	BERWYN	19312	1205 WESTLAKES DRIVE	SUITE 100	US	DE	000000000			1031	20180301	20181113	497	20181204	2018-12-04 17:08:00.0	chart-20181113.xml	1	
0001398344-18-017485	1437249	VALUED ADVISERS TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DR.	SUITE 450	513-587-3400	US	OH	CINCINNATI	45246	225 PICTORIA DR.	SUITE 450			262762915				20181114	20181116	485BPOS	20181206	2018-12-06 08:16:00.0	vat-20181116.xml	1	
0001398344-18-017528	1606378	EUBEL BRADY & SUTTMAN MUTUAL FUND TRUST	US	OH	DAYTON	45342	10100 INNOVATION DRIVE	SUITE 410	937-291-1223	US	OH	DAYTON	45342	10100 INNOVATION DRIVE	SUITE 410	US	DE	000000000			0731	20181201	20181128	485BPOS	20181206	2018-12-06 10:39:00.0	ebs-20181128.xml	1	
0001398344-18-017565	1318342	INVESTMENT MANAGERS SERIES TRUST	US	WI	MILWAUKEE	53212	235 WEST GALENA STREET		626-914-4141	US	WI	MILWAUKEE	53212	235 WEST GALENA STREET		US	DE	000000000	CLAYMORE TRUST	20050603		20180401	20181130	497	20181206	2018-12-06 14:33:00.0	imst-20180329.xml	1	
0001398344-18-017606	1318342	INVESTMENT MANAGERS SERIES TRUST	US	WI	MILWAUKEE	53212	235 WEST GALENA STREET		626-914-4141	US	WI	MILWAUKEE	53212	235 WEST GALENA STREET		US	DE	000000000	CLAYMORE TRUST	20050603		20181201	20181201	485BPOS	20181207	2018-12-06 18:10:00.0	imst-20181127.xml	1	
0001398344-18-017693	1545440	ULTIMUS MANAGERS TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	513-587-3400	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	US	DE	000000000				20181128	20181128	485BPOS	20181207	2018-12-07 15:45:00.0	umt-20181128.xml	1	
0001398344-18-017730	1576367	FORUM FUNDS II	US	ME	PORTLAND	04101	THREE CANAL PLAZA, SUITE 600		207-347-2000	US	ME	PORTLAND	04101	THREE CANAL PLAZA, SUITE 600		US	DE	000000000			1231	20181201	20181201	485BPOS	20181210	2018-12-10 10:05:00.0	forum-20181201.xml	1	
0001398344-18-017854	1160363	INVESTMENT HOUSE FUNDS	US	OH	CINCINNATI	45246	C/O ULTIMUS FUND SOLUTIONS, LLC	225 PICTORIA DRIVE, SUITE 450	513-587-3400	US	OH	CINCINNATI	45246	C/O ULTIMUS FUND SOLUTIONS, LLC	225 PICTORIA DRIVE, SUITE 450	US	OH	954882189	GKM FUNDS	20011002	0731	20181201	20181128	485BPOS	20181212	2018-12-12 12:09:00.0	ihf-20181128.xml	1	
0001398344-18-017861	1199046	UNIFIED SERIES TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE, SUITE 450		513-346-3324	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE, SUITE 450				000000000				20181210	20181210	485BPOS	20181212	2018-12-12 14:59:00.0	ust-20181210.xml	1	
0001398344-18-017916	1593547	ADVISORS' INNER CIRCLE FUND III	US	PA	OAKS	19456	ONE FREEDOM VALLEY DRIVE		(800) 342-5734	US	PA	OAKS	19456	ONE FREEDOM VALLEY DRIVE		US	DE	000000000				20181127	20181127	485BPOS	20181213	2018-12-13 13:31:00.0	aiciii-20181127.xml	1	
0001398344-18-017982	890540	ADVISORS' INNER CIRCLE FUND II	US	PA	OAKS	19456	ONE FREEDOM VALLEY DRIVE		6106761000	US	PA	OAKS	19456	ONE FREEDOM VALLEY DRIVE		US	MA	233040006	ADVISORS INNER CIRCLE FUND II	20041029	0131	20181128	20181128	485BPOS	20181214	2018-12-14 12:13:00.0	aicii-20181128.xml	1	
0001398344-18-018044	1593547	ADVISORS' INNER CIRCLE FUND III	US	PA	OAKS	19456	ONE FREEDOM VALLEY DRIVE		(800) 342-5734	US	PA	OAKS	19456	ONE FREEDOM VALLEY DRIVE		US	DE	000000000				20181128	20181128	485BPOS	20181217	2018-12-17 09:30:00.0	aiciii-20181128.xml	1	
0001398344-18-018106	948258	M FUND INC	US	OR	PORTLAND	97209	1125 NW COUCH STREET	SUITE 900	5032326960	US	OR	PORTLAND	97209	1125 NW COUCH STREET	SUITE 900			000000000			1231	20180501	20181212	497	20181218	2018-12-18 11:32:00.0	mfund-20181212.xml	1	
0001398344-18-018115	1318342	INVESTMENT MANAGERS SERIES TRUST	US	WI	MILWAUKEE	53212	235 WEST GALENA STREET		626-914-4141	US	WI	MILWAUKEE	53212	235 WEST GALENA STREET		US	DE	000000000	CLAYMORE TRUST	20050603		20180501	20181207	497	20181218	2018-12-18 15:00:00.0	imst-20180430.xml	1	
0001398344-18-018166	1545440	ULTIMUS MANAGERS TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	513-587-3400	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	US	DE	000000000				20180228	20181204	497	20181219	2018-12-19 14:24:00.0	umtsm-20180228.xml	1	
0001398344-18-018212	764859	AMERICAN PENSION INVESTORS TRUST	US	VA	LYNCHBURG	24501	2303 YORKTOWN AVE		434-846-1361	US	VA	LYNCHBURG	24501	2303 YORKTOWN AVE		US	MA	000000000			0131	20180531	20181129	497	20181220	2018-12-19 17:47:00.0	apit-20181129.xml	1	
0001398344-18-018637	357204	SEGALL BRYANT & HAMILL TRUST	US	CO	DENVER	80201-0328	C/O ALPS FUND SERVICES, INC.	P.O. BOX 328	3036232577	US	CO	DENVER	80201-0328	C/O ALPS FUND SERVICES, INC.	P.O. BOX 328	US	MA	510263765	WESTCORE TRUST	19920703	1231	20181214	20181212	485BPOS	20181228	2018-12-28 11:55:00.0	sbh-20181212.xml	1	
0001413042-18-000290	1103243	PFS FUNDS	US	CA	EL CAJON	92020	1939 FRIENDSHIP DRIVE	STE C	6185889700	US	CA	EL CAJON	92020	1939 FRIENDSHIP DRIVE	STE C	US	MA	000000000	PREMIER FUNDS TRUST	20100119	0331	20181101	20181101	485BPOS	20181108	2018-11-08 12:06:00.0	moatx-20181026.xml	1	
0001432353-18-000084	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20180401	20180914	497	20181005	2018-10-05 12:49:00.0	cik0001432353-20180928.xml	1	
0001432353-18-000086	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20180301	20180914	497	20181005	2018-10-05 13:02:00.0	cik0001432353-20180928.xml	1	
0001432353-18-000088	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20180301	20180914	497	20181005	2018-10-05 13:09:00.0	cik0001432353-20180928.xml	1	
0001432353-18-000091	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20180301	20180914	497	20181005	2018-10-05 13:26:00.0	cik0001432353-20180928.xml	1	
0001432353-18-000094	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20180301	20180914	497	20181005	2018-10-05 13:54:00.0	cik0001432353-20180928.xml	1	
0001432353-18-000097	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20180301	20180914	497	20181005	2018-10-05 14:07:00.0	cik0001432353-20180928.xml	1	
0001432353-18-000098	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20180301	20180917	497	20181005	2018-10-05 14:10:00.0	cik0001432353-20180928.xml	1	
0001432353-18-000099	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20180301	20180914	497	20181005	2018-10-05 14:16:00.0	cik0001432353-20180928.xml	1	
0001432353-18-000144	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20181017	20181017	485BPOS	20181105	2018-11-05 16:10:00.0	cik0001432353-20181030.xml	1	
0001432353-18-000150	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20181022	20181020	485BPOS	20181107	2018-11-07 14:05:00.0	cik0001432353-20181102.xml	1	
0001432353-18-000201	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20180301	20181114	497	20181206	2018-12-06 13:21:00.0	cik0001432353-20181114.xml	1	
0001432353-18-000203	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20180301	20181120	497	20181210	2018-12-10 10:04:00.0	cik0001432353-20181120.xml	1	
0001432353-18-000206	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20181120	20181120	485BPOS	20181210	2018-12-10 11:17:00.0	cik0001432353-20181126.xml	1	
0001432353-18-000216	1432353	GLOBAL X FUNDS	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR	(212) 644-6110	US	NY	NEW YORK	10022	600 LEXINGTON AVENUE	20TH FLOOR			000000000				20180301	20181129	497	20181220	2018-12-20 10:00:00.0	cik0001432353-20181129.xml	1	
0001435109-18-000573	315774	FORUM FUNDS	US	ME	PORTLAND	04101	THREE CANAL PLAZA		2073472000	US	ME	PORTLAND	04101	FORUM FUNDS	THREE CANAL PLAZA	US	DE	010516963	FORUM FUNDS INC	19920703	0531	20180801	20181002	497	20181018	2018-10-18 09:53:00.0	lmcg-20181002.xml	1	
0001435109-18-000575	315774	FORUM FUNDS	US	ME	PORTLAND	04101	THREE CANAL PLAZA		2073472000	US	ME	PORTLAND	04101	FORUM FUNDS	THREE CANAL PLAZA	US	DE	010516963	FORUM FUNDS INC	19920703	0531	20180501	20181012	497	20181022	2018-10-22 09:58:00.0	polaris-20181012.xml	1	
0001435109-18-000647	315774	FORUM FUNDS	US	ME	PORTLAND	04101	THREE CANAL PLAZA		2073472000	US	ME	PORTLAND	04101	FORUM FUNDS	THREE CANAL PLAZA	US	DE	010516963	FORUM FUNDS INC	19920703	0531	20180501	20181126	497	20181210	2018-12-10 09:23:00.0	polaris-20181126.xml	1	
0001445546-18-004500	1364608	FIRST TRUST EXCHANGE-TRADED FUND II	US	IL	WHEATON	60187	12O EAST LIBERTY DRIVE, SUITE 400		630-765-8000	US	IL	WHEATON	60187	12O EAST LIBERTY DRIVE, SUITE 400		US	MA	000000000				20181001	20181001	485BPOS	20181010	2018-10-10 14:02:00.0	ftetfii-20181001.xml	1	
0001445546-18-004502	1364608	FIRST TRUST EXCHANGE-TRADED FUND II	US	IL	WHEATON	60187	12O EAST LIBERTY DRIVE, SUITE 400		630-765-8000	US	IL	WHEATON	60187	12O EAST LIBERTY DRIVE, SUITE 400		US	MA	000000000				20181005	20181005	497	20181010	2018-10-10 14:13:00.0	ftetfii-20181005.xml	1	
0001445546-18-004866	1424212	FIRST TRUST EXCHANGE-TRADED FUND III	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE	SUITE 400	630-765-8000	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE	SUITE 400			000000000	FIRST TRUST EXCHANGE TRADED FUND III	20080116		20181101	20181101	485BPOS	20181105	2018-11-05 15:49:00.0	ft-20181101.xml	1	
0001445546-18-004868	1424212	FIRST TRUST EXCHANGE-TRADED FUND III	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE	SUITE 400	630-765-8000	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE	SUITE 400			000000000	FIRST TRUST EXCHANGE TRADED FUND III	20080116		20181101	20181101	485BPOS	20181105	2018-11-05 15:56:00.0	ft-20181101.xml	1	
0001445546-18-004893	1364608	FIRST TRUST EXCHANGE-TRADED FUND II	US	IL	WHEATON	60187	12O EAST LIBERTY DRIVE, SUITE 400		630-765-8000	US	IL	WHEATON	60187	12O EAST LIBERTY DRIVE, SUITE 400		US	MA	000000000				20181031	20181031	485BPOS	20181106	2018-11-06 14:57:00.0	ftetfii-20181031.xml	1	
0001445546-18-005286	1383496	FIRST TRUST EXCHANGE-TRADED ALPHADEX FUND	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE, SUITE 400		630-765-8000	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE, SUITE 400		US	MA	000000000				20181130	20181130	485BPOS	20181204	2018-12-04 11:54:00.0	ftetaf-20181128.xml	1	
0001445546-18-005288	1424212	FIRST TRUST EXCHANGE-TRADED FUND III	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE	SUITE 400	630-765-8000	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE	SUITE 400			000000000	FIRST TRUST EXCHANGE TRADED FUND III	20080116		20181130	20181130	485BPOS	20181204	2018-12-04 11:55:00.0	ft-20181128.xml	1	
0001445546-18-005432	1424212	FIRST TRUST EXCHANGE-TRADED FUND III	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE	SUITE 400	630-765-8000	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE	SUITE 400			000000000	FIRST TRUST EXCHANGE TRADED FUND III	20080116		20181214	20181214	497	20181217	2018-12-17 14:18:00.0	ft-20181214.xml	1	
0001445546-18-005433	1424212	FIRST TRUST EXCHANGE-TRADED FUND III	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE	SUITE 400	630-765-8000	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE	SUITE 400			000000000	FIRST TRUST EXCHANGE TRADED FUND III	20080116		20181214	20181214	497	20181217	2018-12-17 14:18:00.0	ft-20181214.xml	1	
0001445546-18-005434	1424212	FIRST TRUST EXCHANGE-TRADED FUND III	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE	SUITE 400	630-765-8000	US	IL	WHEATON	60187	120 EAST LIBERTY DRIVE	SUITE 400			000000000	FIRST TRUST EXCHANGE TRADED FUND III	20080116		20181217	20181217	497	20181217	2018-12-17 14:19:00.0	ft-20181217.xml	1	
0001447346-18-000018	1447346	T. ROWE PRICE GLOBAL MULTI-SECTOR BOND FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				263635029	T. ROWE PRICE STRATEGIC INCOME FUND, INC.	20081007	0531	20181001	20181001	485BPOS	20181012	2018-10-12 08:56:00.0	trpsif-20180926.xml	1	
0001464413-18-000281	1464413	STARBOARD INVESTMENT TRUST	US	NC	ROCKY MOUNT	27802-0069	116 SOUTH FRANKLIN STREET	POST OFFICE BOX 69	252-972-9922 EXT.249	US	NC	ROCKY MOUNT	27802-0069	116 SOUTH FRANKLIN STREET	POST OFFICE BOX 69	US	DE	000000000			0531	20181001	20180928	485BPOS	20181016	2018-10-16 14:52:00.0	sit-20180531.xml	1	
0001464413-18-000283	1464413	STARBOARD INVESTMENT TRUST	US	NC	ROCKY MOUNT	27802-0069	116 SOUTH FRANKLIN STREET	POST OFFICE BOX 69	252-972-9922 EXT.249	US	NC	ROCKY MOUNT	27802-0069	116 SOUTH FRANKLIN STREET	POST OFFICE BOX 69	US	DE	000000000			0531	20181001	20181001	485BPOS	20181016	2018-10-16 15:16:00.0	sit-20180531.xml	1	
0001464413-18-000285	1464413	STARBOARD INVESTMENT TRUST	US	NC	ROCKY MOUNT	27802-0069	116 SOUTH FRANKLIN STREET	POST OFFICE BOX 69	252-972-9922 EXT.249	US	NC	ROCKY MOUNT	27802-0069	116 SOUTH FRANKLIN STREET	POST OFFICE BOX 69	US	DE	000000000			0531	20181001	20181001	485BPOS	20181017	2018-10-17 12:56:00.0	sit-20180531.xml	1	
0001464413-18-000287	1464413	STARBOARD INVESTMENT TRUST	US	NC	ROCKY MOUNT	27802-0069	116 SOUTH FRANKLIN STREET	POST OFFICE BOX 69	252-972-9922 EXT.249	US	NC	ROCKY MOUNT	27802-0069	116 SOUTH FRANKLIN STREET	POST OFFICE BOX 69	US	DE	000000000			0531	20181001	20180928	485BPOS	20181017	2018-10-17 16:37:00.0	sit-20180531.xml	1	
0001464413-18-000295	1464413	STARBOARD INVESTMENT TRUST	US	NC	ROCKY MOUNT	27802-0069	116 SOUTH FRANKLIN STREET	POST OFFICE BOX 69	252-972-9922 EXT.249	US	NC	ROCKY MOUNT	27802-0069	116 SOUTH FRANKLIN STREET	POST OFFICE BOX 69	US	DE	000000000			0531	20181001	20181004	497	20181025	2018-10-25 15:23:00.0	sit-20180531.xml	1	
0001484018-18-000050	1484018	SPINNAKER ETF SERIES	US	NC	ROCKY MOUNT	27802-0069	116 SOUTH FRANKLIN STREET	POST OFFICE BOX 69	252-972-9922	US	NC	ROCKY MOUNT	27802-0069	116 SOUTH FRANKLIN STREET	POST OFFICE BOX 69	US	DE	000000000	SPINNAKER ETF TRUST	20100212	0831	20181101	20181101	485BPOS	20181113	2018-11-13 09:32:00.0	fmdg-20180630.xml	1	
0001493152-18-016365	1689873	GRANITESHARES ETF TRUST	US	NY	NEW YORK	10013	205 HUDSON STREET 7TH FLOOR,		9173380565	US	NY	NEW YORK	10013	205 HUDSON STREET 7TH FLOOR,		US	DE	000000000				20181026	20181101	485BPOS	20181116	2018-11-16 16:44:00.0	grani-20181026.xml	1	
0001520245-18-000003	1520245	T. ROWE PRICE FLOATING RATE FUND, INC.	US	MD	BALTIMORE	21202	100 EAST BALTIMORE STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST BALTIMORE STREET		US	MD	000000000			0531	20181001	20181001	485BPOS	20181012	2018-10-12 07:13:00.0	trpfrf-20180926.xml	1	
0001534424-18-000385	705318	ASSET MANAGEMENT FUND	US	OH	GAHANNA	43230	690 TAYLOR ROAD	SUITE 210	6144168833	US	OH	GAHANNA	43230	690 TAYLOR ROAD	SUITE 210	US	DE	510266112	ASSET MANAGEMENT FUND INC	19950103	1031	20181028	20181028	485BPOS	20181107	2018-11-07 10:15:00.0	amf-20181028.xml	1	
0001572661-18-000183	1572661	PRINCIPAL EXCHANGE-TRADED FUNDS	US	IA	DES MOINES	50392	711 HIGH STREET		515-235-9328	US	IA	DES MOINES	50392	711 HIGH STREET		US	DE	000000000			0630	20181101	20181101	485BPOS	20181116	2018-11-16 11:35:00.0	ck0001572661-20181107.xml	1	
0001580642-18-004749	1552947	TWO ROADS SHARED TRUST	US	NE	OMAHA	68130	17605 WRIGHT STREET		402-895-1600	US	NE	OMAHA	68130	17605 WRIGHT STREET				000000000				20180925	20180925	485BPOS	20181001	2018-10-01 13:06:00.0	trst-20180925.xml	1	
0001580642-18-004750	1314414	NORTHERN LIGHTS FUND TRUST	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2600	US	NE	OMAHA	68130	17605 WRIGHT STREET				043023766	STRATEGY SHARES	20160223	0430	20180928	20180928	485BPOS	20181001	2018-10-01 14:13:00.0	nlfun-20170928.xml	1	
0001580642-18-004785	1644419	NORTHERN LIGHTS FUND TRUST IV	US	NE	OMAHA	68154-1150	17605 WRIGHT STREET		402-895-1600	US	NE	OMAHA	68154-1150	17605 WRIGHT STREET		US	DE	000000000			0916	20180928	20180928	485BPOS	20181003	2018-10-03 09:51:00.0	nlfiv-20180928.xml	1	
